id,unitType,chassis,model,name,fileName,relativePath,tonnage,weightClass,bv,costCBills,techBase,rulesLevel,year,era,role
meks-meks-3039u-charger-cgr-1l,meks,Charger,CGR-1L,Charger,Charger CGR-1L.mtf,meks/3039u/Charger CGR-1L.mtf,80,Assault,,,Inner Sphere,Introductory,3022,Succession Wars,Skirmisher
meks-meks-xtrs-corporations-charger-cgr-1x1,meks,Charger,CGR-1X1,Charger,Charger CGR-1X1.mtf,meks/XTRs/Corporations/Charger CGR-1X1.mtf,80,Assault,,,Inner Sphere,Experimental,3076,Jihad,Scout
meks-meks-3050u-charger-cgr-2a2,meks,Charger,CGR-2A2,Charger,Charger CGR-2A2.mtf,meks/3050U/Charger CGR-2A2.mtf,80,Assault,,,Inner Sphere,Standard,3064,Civil War,Scout
meks-meks-3050u-charger-cgr-3k,meks,Charger,CGR-3K,Charger,Charger CGR-3K.mtf,meks/3050U/Charger CGR-3K.mtf,80,Assault,,,Inner Sphere,Standard,3049,Succession Wars,Skirmisher
meks-meks-3085u-onn-charger-cgr-3kr,meks,Charger,CGR-3Kr,Charger,Charger CGR-3Kr.mtf,meks/3085u/ONN/Charger CGR-3Kr.mtf,80,Assault,,,Inner Sphere,Standard,3078,Jihad,Skirmisher
meks-meks-3050u-charger-cgr-c,meks,Charger,CGR-C,Charger,Charger CGR-C.mtf,meks/3050U/Charger CGR-C.mtf,80,Assault,,,Inner Sphere,Standard,3052,Clan Invasion,Skirmisher
meks-meks-3050u-charger-cgr-kmz,meks,Charger,CGR-KMZ,Charger,Charger CGR-KMZ.mtf,meks/3050U/Charger CGR-KMZ.mtf,80,Assault,,,Inner Sphere,Standard,3071,Jihad,Sniper
meks-meks-3050u-charger-cgr-sa5,meks,Charger,CGR-SA5,Charger,Charger CGR-SA5.mtf,meks/3050U/Charger CGR-SA5.mtf,80,Assault,,,Inner Sphere,Standard,3063,Civil War,Juggernaut
meks-meks-3039u-charger-cgr-sb,meks,Charger,CGR-SB 'Challenger',Charger,Charger CGR-SB.mtf,meks/3039u/Charger CGR-SB.mtf,80,Assault,,,Inner Sphere,Introductory,3025,Succession Wars,Juggernaut
meks-meks-3067-chimera-cma-1s,meks,Chimera,CMA-1S,Chimera,Chimera CMA-1S.mtf,meks/3067/Chimera CMA-1S.mtf,40,Medium,,,Inner Sphere,Standard,3063,Civil War,Striker
meks-meks-3067-unabridged-is-meks-chimera-cma-2k,meks,Chimera,CMA-2K,Chimera,Chimera CMA-2k.mtf,meks/3067 Unabridged/IS Meks/Chimera CMA-2k.mtf,40,Medium,,,Inner Sphere,Standard,3069,Jihad,Striker
meks-meks-3067-chimera-cma-c,meks,Chimera,CMA-C,Chimera,Chimera CMA-C.mtf,meks/3067/Chimera CMA-C.mtf,40,Medium,,,Inner Sphere,Standard,3063,Civil War,Striker
meks-meks-3039u-cicada-cda-2a,meks,Cicada,CDA-2A,Cicada,Cicada CDA-2A.mtf,meks/3039u/Cicada CDA-2A.mtf,40,Medium,,,Inner Sphere,Introductory,2740,Star League,Scout
meks-meks-3039u-cicada-cda-2b,meks,Cicada,CDA-2B,Cicada,Cicada CDA-2B.mtf,meks/3039u/Cicada CDA-2B.mtf,40,Medium,,,Inner Sphere,Introductory,2840,Succession Wars,Scout
meks-meks-3039u-cicada-cda-3c,meks,Cicada,CDA-3C,Cicada,Cicada CDA-3C.mtf,meks/3039u/Cicada CDA-3C.mtf,40,Medium,,,Inner Sphere,Introductory,2840,Succession Wars,Scout
meks-meks-3050u-cicada-cda-3f,meks,Cicada,CDA-3F,Cicada,Cicada CDA-3F.mtf,meks/3050U/Cicada CDA-3F.mtf,40,Medium,,,Inner Sphere,Standard,3052,Clan Invasion,Striker
meks-meks-3050u-cicada-cda-3g,meks,Cicada,CDA-3G,Cicada,Cicada CDA-3G.mtf,meks/3050U/Cicada CDA-3G.mtf,40,Medium,,,Inner Sphere,Standard,3056,Clan Invasion,Striker
meks-meks-3050u-cicada-cda-3m,meks,Cicada,CDA-3M,Cicada,Cicada CDA-3M.mtf,meks/3050U/Cicada CDA-3M.mtf,40,Medium,,,Inner Sphere,Standard,3049,Succession Wars,Striker
meks-meks-3050u-cicada-cda-3ma,meks,Cicada,CDA-3MA,Cicada,Cicada CDA-3MA.mtf,meks/3050U/Cicada CDA-3MA.mtf,40,Medium,,,Inner Sphere,Standard,3068,Jihad,Striker
meks-meks-3050u-cicada-cda-3p,meks,Cicada,CDA-3P,Cicada,Cicada CDA-3P.mtf,meks/3050U/Cicada CDA-3P.mtf,40,Medium,,,Inner Sphere,Standard,3070,Jihad,Striker
meks-meks-rec-guides-ilclan-vol-28-cicada-cda-4a,meks,Cicada,CDA-4A,Cicada,Cicada CDA-4A.mtf,meks/Rec Guides ilClan/Vol 28/Cicada CDA-4A.mtf,40,Medium,,,Inner Sphere,Advanced,3150,Dark Age,Striker
meks-meks-3039u-clint-clnt-1-2r,meks,Clint,CLNT-1-2R,Clint,Clint CLNT-1-2R.mtf,meks/3039u/Clint CLNT-1-2R.mtf,40,Medium,,,Inner Sphere,Introductory,2607,Star League,Striker
meks-meks-3039u-clint-clnt-2-3t,meks,Clint,CLNT-2-3T,Clint,Clint CLNT-2-3T.mtf,meks/3039u/Clint CLNT-2-3T.mtf,40,Medium,,,Inner Sphere,Introductory,2608,Star League,Striker
meks-meks-3039u-clint-clnt-2-3t-denton,meks,Clint,CLNT-2-3T (Denton),Clint,Clint CLNT-2-3T Denton.mtf,meks/3039u/Clint CLNT-2-3T Denton.mtf,40,Medium,,,Inner Sphere,Introductory,3033,Succession Wars,Striker
meks-meks-3050u-clint-clnt-2-3u,meks,Clint,CLNT-2-3U,Clint,Clint CLNT-2-3U.mtf,meks/3050U/Clint CLNT-2-3U.mtf,40,Medium,,,Inner Sphere,Standard,3050,Clan Invasion,Striker
meks-meks-3050u-clint-clnt-2-3ul,meks,Clint,CLNT-2-3UL,Clint,Clint CLNT-2-3UL.mtf,meks/3050U/Clint CLNT-2-3UL.mtf,40,Medium,,,Inner Sphere,Standard,3069,Jihad,Striker
meks-meks-3039u-clint-clnt-2-4t,meks,Clint,CLNT-2-4T,Clint,Clint CLNT-2-4T.mtf,meks/3039u/Clint CLNT-2-4T.mtf,40,Medium,,,Inner Sphere,Introductory,2610,Star League,Sniper
meks-meks-3050u-clint-clnt-3-3t,meks,Clint,CLNT-3-3T,Clint,Clint CLNT-3-3T.mtf,meks/3050U/Clint CLNT-3-3T.mtf,40,Medium,,,Inner Sphere,Standard,3069,Jihad,Striker
meks-meks-rec-guides-ilclan-vol-31-clint-clnt-3-4t,meks,Clint,CLNT-3-4T,Clint,Clint CLNT-3 4T.mtf,meks/Rec Guides ilClan/Vol 31/Clint CLNT-3 4T.mtf,40,Medium,,,Inner Sphere,Advanced,3109,Republic,Striker
meks-meks-3050u-clint-clnt-5u,meks,Clint,CLNT-5U,Clint,Clint CLNT-5U.mtf,meks/3050U/Clint CLNT-5U.mtf,40,Medium,,,Inner Sphere,Standard,3062,Civil War,Striker
meks-meks-3050u-clint-clnt-6s,meks,Clint,CLNT-6S,Clint,Clint CLNT-6S.mtf,meks/3050U/Clint CLNT-6S.mtf,40,Medium,,,Inner Sphere,Standard,3069,Jihad,Striker
meks-meks-3060u-clint-iic-2,meks,Clint IIC,2,Clint IIC,Clint IIC 2.mtf,meks/3060u/Clint IIC 2.mtf,40,Medium,,,Clan,Standard,3073,Jihad,Striker
meks-meks-xtrs-royal-fantasy-clint-iic-2l-leia,meks,Clint IIC,2L 'Leia',Clint IIC,Clint IIC 2L _Leia_.mtf,meks/XTRs/Royal Fantasy/Clint IIC 2L _Leia_.mtf,40,Medium,,,Clan,Advanced,3125,Republic,Striker
meks-meks-3060u-clint-iic,meks,Clint IIC,IIC,Clint IIC,Clint IIC.mtf,meks/3060u/Clint IIC.mtf,40,Medium,,,Clan,Standard,2842,Succession Wars,Striker
meks-meks-3060u-cobra-cbr-02,meks,Cobra,CBR-02,Cobra,Cobra CBR-02.mtf,meks/3060u/Cobra CBR-02.mtf,45,Medium,,,Inner Sphere,Standard,3060,Clan Invasion,Missile Boat
meks-meks-3060u-cobra-cbr-03,meks,Cobra,CBR-03,Cobra,Cobra CBR-03.mtf,meks/3060u/Cobra CBR-03.mtf,45,Medium,,,Inner Sphere,Standard,3075,Jihad,Missile Boat
meks-meks-3055u-colossus-cl-p3,meks,Colossus,CL-P3,Colossus,Colossus CL-P3.mtf,meks/3055U/Colossus CL-P3.mtf,95,Assault,,,Inner Sphere,Experimental,3053,Clan Invasion,Juggernaut
meks-meks-3055u-colossus-cls-4s,meks,Colossus,CLS-4S,Colossus,Colossus CLS-4S.mtf,meks/3055U/Colossus CLS-4S.mtf,95,Assault,,,Inner Sphere,Experimental,3066,Civil War,Juggernaut
meks-meks-3055u-colossus-cls-5s,meks,Colossus,CLS-5S,Colossus,Colossus CLS-5S.mtf,meks/3055U/Colossus CLS-5S.mtf,95,Assault,,,Inner Sphere,Experimental,3067,Civil War,Sniper
meks-meks-xtrs-primitives-i-commando-com-1a,meks,Commando,COM-1A,Commando,Commando COM-1A.mtf,meks/XTRs/Primitives I/Commando COM-1A.mtf,25,Light,,,Inner Sphere,Experimental,2463,Star League,Scout
meks-meks-tos-tos-kaumberg-commando-com-1ak,meks,Commando,COM-1AK,Commando,Commando COM-1AK.mtf,meks/ToS/ToS Kaumberg/Commando COM-1AK.mtf,25,Light,,,Inner Sphere,Experimental,3072,Jihad,Scout
meks-meks-3050u-commando-com-1b,meks,Commando,COM-1B,Commando,Commando COM-1B.mtf,meks/3050U/Commando COM-1B.mtf,25,Light,,,Inner Sphere,Introductory,3015,Succession Wars,Striker
meks-meks-3050u-commando-com-1c,meks,Commando,COM-1C,Commando,Commando COM-1C.mtf,meks/3050U/Commando COM-1C.mtf,25,Light,,,Inner Sphere,Introductory,3020,Succession Wars,Striker
meks-meks-3039u-commando-com-1d,meks,Commando,COM-1D,Commando,Commando COM-1D.mtf,meks/3039u/Commando COM-1D.mtf,25,Light,,,Inner Sphere,Introductory,2480,Star League,Striker
meks-meks-3039u-commando-com-2d,meks,Commando,COM-2D,Commando,Commando COM-2D.mtf,meks/3039u/Commando COM-2D.mtf,25,Light,,,Inner Sphere,Introductory,2486,Star League,Striker
meks-meks-3085u-onn-commando-com-2dr,meks,Commando,COM-2Dr,Commando,Commando COM-2Dr.mtf,meks/3085u/ONN/Commando COM-2Dr.mtf,25,Light,,,Inner Sphere,Standard,3075,Jihad,Striker
meks-meks-3039u-commando-com-3a,meks,Commando,COM-3A,Commando,Commando COM-3A.mtf,meks/3039u/Commando COM-3A.mtf,25,Light,,,Inner Sphere,Introductory,3025,Succession Wars,Striker
meks-meks-3050u-commando-com-4h,meks,Commando,COM-4H,Commando,Commando COM-4H.mtf,meks/3050U/Commando COM-4H.mtf,25,Light,,,Inner Sphere,Standard,3064,Civil War,Striker
meks-meks-3050u-commando-com-5s,meks,Commando,COM-5S,Commando,Commando COM-5S.mtf,meks/3050U/Commando COM-5S.mtf,25,Light,,,Inner Sphere,Standard,3050,Clan Invasion,Striker
meks-meks-shrapnel-vol-16-commando-com-7a,meks,Commando,COM-7A,Commando,Commando COM-7A.mtf,meks/Shrapnel/Vol 16/Commando COM-7A.mtf,25,Light,,,Inner Sphere,Standard,3056,Clan Invasion,Striker
meks-meks-3050u-commando-com-7b,meks,Commando,COM-7B,Commando,Commando COM-7B.mtf,meks/3050U/Commando COM-7B.mtf,25,Light,,,Inner Sphere,Standard,3068,Jihad,Striker
meks-meks-shrapnel-vol-16-commando-com-7j,meks,Commando,COM-7J,Commando,Commando COM-7J.mtf,meks/Shrapnel/Vol 16/Commando COM-7J.mtf,25,Light,,,Inner Sphere,Standard,3056,Clan Invasion,Striker
meks-meks-3050u-commando-com-7s,meks,Commando,COM-7S,Commando,Commando COM-7S.mtf,meks/3050U/Commando COM-7S.mtf,25,Light,,,Inner Sphere,Standard,3060,Clan Invasion,Striker
meks-meks-xtrs-pirates-commando-com-7s2-freyr,meks,Commando,COM-7S2 (Freyr),Commando,Commando COM-7S2 Freyr.mtf,meks/XTRs/Pirates/Commando COM-7S2 Freyr.mtf,25,Light,,,Mixed,Experimental,3070,Jihad,Striker
meks-meks-shrapnel-vol-16-commando-com-7t-blazing-inferno-ii,meks,Commando,COM-7T 'Blazing Inferno II',Commando,Commando COM-7T 'Blazing Inferno II'.mtf,meks/Shrapnel/Vol 16/Commando COM-7T 'Blazing Inferno II'.mtf,25,Light,,,Inner Sphere,Standard,3062,Civil War,Striker
meks-meks-shrapnel-vol-16-commando-com-7w,meks,Commando,COM-7W,Commando,Commando COM-7W.mtf,meks/Shrapnel/Vol 16/Commando COM-7W.mtf,25,Light,,,Inner Sphere,Standard,3056,Clan Invasion,Striker
meks-meks-shrapnel-vol-16-commando-com-7x,meks,Commando,COM-7X,Commando,Commando COM-7X.mtf,meks/Shrapnel/Vol 16/Commando COM-7X.mtf,25,Light,,,Inner Sphere,Introductory,3018,Succession Wars,Striker
meks-meks-shrapnel-vol-16-commando-com-7y,meks,Commando,COM-7Y,Commando,Commando COM-7Y.mtf,meks/Shrapnel/Vol 16/Commando COM-7Y.mtf,25,Light,,,Inner Sphere,Introductory,3022,Succession Wars,Striker
meks-meks-shrapnel-vol-16-commando-com-7y2-blazing-inferno,meks,Commando,COM-7Y2 'Blazing Inferno',Commando,Commando COM-7Y2 'Blazing Inferno'.mtf,meks/Shrapnel/Vol 16/Commando COM-7Y2 'Blazing Inferno'.mtf,25,Light,,,Inner Sphere,Introductory,3025,Succession Wars,Striker
meks-meks-shrapnel-vol-16-commando-com-7z,meks,Commando,COM-7Z,Commando,Commando COM-7Z.mtf,meks/Shrapnel/Vol 16/Commando COM-7Z.mtf,25,Light,,,Inner Sphere,Standard,3051,Clan Invasion,Striker
meks-meks-shrapnel-vol-16-commando-com-7z2,meks,Commando,COM-7Z2,Commando,Commando COM-7Z2.mtf,meks/Shrapnel/Vol 16/Commando COM-7Z2.mtf,25,Light,,,Inner Sphere,Standard,3051,Clan Invasion,Scout
meks-meks-3145-ntnu-rs-commando-com-8s,meks,Commando,COM-8S,Commando,Commando COM-8S.mtf,meks/3145/NTNU RS/Commando COM-8S.mtf,25,Light,,,Inner Sphere,Advanced,3108,Republic,Striker
meks-meks-rec-guides-ilclan-vol-1-commando-com-9s,meks,Commando,COM-9S,Commando,Commando COM-9S.mtf,meks/Rec Guides ilClan/Vol 1/Commando COM-9S.mtf,25,Light,,,Inner Sphere,Standard,3146,Dark Age,Striker
meks-meks-3060u-commando-iic,meks,Commando IIC,IIC,Commando IIC,Commando IIC.mtf,meks/3060u/Commando IIC.mtf,25,Light,,,Clan,Standard,2856,Succession Wars,Striker
meks-meks-tro-vehicle-annex-copper-cpk-19-securitymech,meks,Copper,CPK-19 SecurityMech,Copper,Copper CPK-19 SecurityMech.mtf,meks/TRO Vehicle Annex/Copper CPK-19 SecurityMech.mtf,25,Light,,,Inner Sphere,Standard,2619,Star League,None
meks-meks-tro-vehicle-annex-copper-cpk-65-securitymech,meks,Copper,CPK-65 SecurityMech,Copper,Copper CPK-65 SecurityMech.mtf,meks/TRO Vehicle Annex/Copper CPK-65 SecurityMech.mtf,25,Light,,,Inner Sphere,Standard,3065,Civil War,Ambusher
meks-meks-tos-tos-kaumberg-copper-cpk-65km-securitymech,meks,Copper,CPK-65KM SecurityMech,Copper,Copper CPK-65KM SecurityMech.mtf,meks/ToS/ToS Kaumberg/Copper CPK-65KM SecurityMech.mtf,25,Light,,,Inner Sphere,Standard,3065,Civil War,Ambusher
meks-meks-3055u-copperhead-cpr-hd-002,meks,Copperhead,CPR-HD-002,Copperhead,Copperhead CPR-HD-002.mtf,meks/3055U/Copperhead CPR-HD-002.mtf,30,Light,,,Inner Sphere,Standard,3054,Clan Invasion,Striker
meks-meks-3055u-copperhead-cpr-hd-003,meks,Copperhead,CPR-HD-003,Copperhead,Copperhead CPR-HD-003.mtf,meks/3055U/Copperhead CPR-HD-003.mtf,30,Light,,,Inner Sphere,Experimental,3065,Civil War,Striker
meks-meks-3055u-copperhead-cpr-hd-004,meks,Copperhead,CPR-HD-004,Copperhead,Copperhead CPR-HD-004.mtf,meks/3055U/Copperhead CPR-HD-004.mtf,30,Light,,,Inner Sphere,Experimental,3066,Civil War,Striker
meks-meks-videogame-apocryphal-corsair-cor-5r,meks,Corsair,COR-5R,Corsair,Corsair COR-5R.mtf,meks/Videogame (Apocryphal)/Corsair COR-5R.mtf,95,Assault,,,Inner Sphere,Standard,3035,Succession Wars,
meks-meks-videogame-apocryphal-corsair-cor-5t,meks,Corsair,COR-5T,Corsair,Corsair COR-5T.mtf,meks/Videogame (Apocryphal)/Corsair COR-5T.mtf,95,Assault,,,Inner Sphere,Standard,3035,Succession Wars,
meks-meks-videogame-apocryphal-corsair-cor-6r,meks,Corsair,COR-6R,Corsair,Corsair COR-6R.mtf,meks/Videogame (Apocryphal)/Corsair COR-6R.mtf,95,Assault,,,Inner Sphere,Standard,3035,Succession Wars,
meks-meks-videogame-apocryphal-corsair-cor-7a,meks,Corsair,COR-7A,Corsair,Corsair COR-7A.mtf,meks/Videogame (Apocryphal)/Corsair COR-7A.mtf,95,Assault,,,Inner Sphere,Standard,3050,Clan Invasion,
meks-meks-videogame-apocryphal-corsair-cor-7r,meks,Corsair,COR-7R,Corsair,Corsair COR-7R.mtf,meks/Videogame (Apocryphal)/Corsair COR-7R.mtf,95,Assault,,,Inner Sphere,Standard,3067,Civil War,
meks-meks-videogame-apocryphal-corsair-cor-br-broadside,meks,Corsair,COR-BR Broadside,Corsair,Corsair COR-BR Broadside.mtf,meks/Videogame (Apocryphal)/Corsair COR-BR Broadside.mtf,95,Assault,,,Inner Sphere,Standard,3067,Civil War,
meks-meks-videogame-apocryphal-corsair-cor-ra-ravager,meks,Corsair,COR-RA Ravager,Corsair,Corsair COR-RA Ravager.mtf,meks/Videogame (Apocryphal)/Corsair COR-RA Ravager.mtf,95,Assault,,,Inner Sphere,Standard,3037,Succession Wars,
meks-meks-3060u-corvis-2,meks,Corvis,2,Corvis,Corvis 2.mtf,meks/3060u/Corvis 2.mtf,40,Medium,,,Clan,Standard,3075,Jihad,Brawler
meks-meks-3060u-cossack-c-1fc,meks,Cossack,C-1FC,Cossack,Cossack C-1FC.mtf,meks/3060u/Cossack C-1FC.mtf,20,Light,,,Inner Sphere,Advanced,3076,Jihad,Scout
meks-meks-3060u-cossack-c-sk1,meks,Cossack,C-SK1,Cossack,Cossack C-SK1.mtf,meks/3060u/Cossack C-SK1.mtf,20,Light,,,Inner Sphere,Standard,3060,Clan Invasion,Striker
meks-meks-3060u-cougar-a,meks,Cougar,A,Cougar,Cougar A.mtf,meks/3060u/Cougar A.mtf,35,Light,,,Clan,Standard,3058,Clan Invasion,Missile Boat
meks-meks-3060u-cougar-b,meks,Cougar,B,Cougar,Cougar B.mtf,meks/3060u/Cougar B.mtf,35,Light,,,Clan,Standard,3058,Clan Invasion,Sniper
meks-meks-3060u-cougar-c,meks,Cougar,C,Cougar,Cougar C.mtf,meks/3060u/Cougar C.mtf,35,Light,,,Clan,Standard,3058,Clan Invasion,Brawler
meks-meks-3060u-cougar-d,meks,Cougar,D,Cougar,Cougar D.mtf,meks/3060u/Cougar D.mtf,35,Light,,,Clan,Standard,3058,Clan Invasion,Sniper
meks-meks-rec-guides-ilclan-vol-19-cougar-e,meks,Cougar,E,Cougar,Cougar E.mtf,meks/Rec Guides ilClan/Vol 19/Cougar E.mtf,35,Light,,,Clan,Standard,3063,Civil War,Brawler
meks-meks-rec-guides-ilclan-vol-19-cougar-f,meks,Cougar,F,Cougar,Cougar F.mtf,meks/Rec Guides ilClan/Vol 19/Cougar F.mtf,35,Light,,,Clan,Standard,3071,Jihad,Brawler
meks-meks-rec-guides-ilclan-vol-19-cougar-g,meks,Cougar,G,Cougar,Cougar G.mtf,meks/Rec Guides ilClan/Vol 19/Cougar G.mtf,35,Light,,,Clan,Standard,3071,Jihad,Sniper
meks-meks-rec-guides-ilclan-vol-19-cougar-h,meks,Cougar,H,Cougar,Cougar H.mtf,meks/Rec Guides ilClan/Vol 19/Cougar H.mtf,35,Light,,,Clan,Standard,3061,Clan Invasion,Brawler
meks-meks-rec-guides-ilclan-vol-19-cougar-i,meks,Cougar,I,Cougar,Cougar I.mtf,meks/Rec Guides ilClan/Vol 19/Cougar I.mtf,35,Light,,,Clan,Standard,3099,Republic,Striker
meks-meks-3060u-cougar-prime,meks,Cougar,Prime,Cougar,Cougar Prime.mtf,meks/3060u/Cougar Prime.mtf,35,Light,,,Clan,Standard,3058,Clan Invasion,Sniper
meks-meks-rec-guides-ilclan-vol-19-cougar-t,meks,Cougar,T,Cougar,Cougar T.mtf,meks/Rec Guides ilClan/Vol 19/Cougar T.mtf,35,Light,,,Clan,Standard,3142,Dark Age,Brawler
meks-meks-3145-ntnu-rs-cougar-x,meks,Cougar,X,Cougar,Cougar X.mtf,meks/3145/NTNU RS/Cougar X.mtf,35,Light,,,Mixed,Advanced,3132,Dark Age,Striker
meks-meks-3145-ntnu-rs-cougar-x-2,meks,Cougar,X 2,Cougar,Cougar X 2.mtf,meks/3145/NTNU RS/Cougar X 2.mtf,35,Light,,,Mixed,Advanced,3089,Republic,Striker
meks-meks-3145-ntnu-rs-cougar-x-3,meks,Cougar,X 3,Cougar,Cougar X 3.mtf,meks/3145/NTNU RS/Cougar X 3.mtf,35,Light,,,Mixed,Advanced,3093,Republic,Striker
meks-meks-xtrs-clans-cougar-xr,meks,Cougar,XR,Cougar,Cougar-XR.mtf,meks/XTRs/Clans/Cougar-XR.mtf,35,Light,,,Clan,Experimental,3071,Jihad,Missile Boat
meks-meks-golden-century-coyotl-a,meks,Coyotl,A,Coyotl,Coyotl A.mtf,meks/Golden Century/Coyotl A.mtf,40,Medium,,,Clan,Standard,2854,Succession Wars,Striker
meks-meks-golden-century-coyotl-b,meks,Coyotl,B,Coyotl,Coyotl B.mtf,meks/Golden Century/Coyotl B.mtf,40,Medium,,,Clan,Standard,2854,Succession Wars,Striker
meks-meks-golden-century-coyotl-c,meks,Coyotl,C,Coyotl,Coyotl C.mtf,meks/Golden Century/Coyotl C.mtf,40,Medium,,,Clan,Standard,3145,Dark Age,Sniper
meks-meks-golden-century-coyotl-d,meks,Coyotl,D,Coyotl,Coyotl D.mtf,meks/Golden Century/Coyotl D.mtf,40,Medium,,,Clan,Standard,3149,Dark Age,Striker
meks-meks-golden-century-coyotl-prime,meks,Coyotl,Prime,Coyotl,Coyotl Prime.mtf,meks/Golden Century/Coyotl Prime.mtf,40,Medium,,,Clan,Standard,2854,Succession Wars,Striker
meks-meks-3039u-crab-crb-20,meks,Crab,CRB-20,Crab,Crab CRB-20.mtf,meks/3039u/Crab CRB-20.mtf,50,Medium,,,Inner Sphere,Introductory,2810,Succession Wars,Skirmisher
meks-meks-3050u-crab-crb-27,meks,Crab,CRB-27,Crab,Crab CRB-27.mtf,meks/3050U/Crab CRB-27.mtf,50,Medium,,,Inner Sphere,Standard,2719,Star League,Skirmisher
meks-meks-3075-crab-crb-27b,meks,Crab,CRB-27b,Crab,Crab CRB-27b.mtf,meks/3075/Crab CRB-27b.mtf,50,Medium,,,Inner Sphere,Standard,2719,Star League,Sniper
meks-meks-er-2750-crab-crb-27sl,meks,Crab,CRB-27sl,Crab,Crab CRB-27sl.mtf,meks/ER 2750/Crab CRB-27sl.mtf,50,Medium,,,Inner Sphere,Standard,2719,Star League,Skirmisher
meks-meks-3050u-crab-crb-30,meks,Crab,CRB-30,Crab,Crab CRB-30.mtf,meks/3050U/Crab CRB-30.mtf,50,Medium,,,Inner Sphere,Standard,3061,Clan Invasion,Sniper
meks-meks-3050u-crab-crb-45,meks,Crab,CRB-45,Crab,Crab CRB-45.mtf,meks/3050U/Crab CRB-45.mtf,50,Medium,,,Inner Sphere,Standard,3070,Jihad,Sniper
meks-meks-rec-guides-ilclan-vol-5-crab-crb-54,meks,Crab,CRB-54,Crab,Crab CRB-54.mtf,meks/Rec Guides ilClan/Vol 5/Crab CRB-54.mtf,50,Medium,,,Inner Sphere,Experimental,3144,Dark Age,Skirmisher
meks-meks-3050u-crab-crb-c,meks,Crab,CRB-C,Crab,Crab CRB-C.mtf,meks/3050U/Crab CRB-C.mtf,50,Medium,,,Inner Sphere,Standard,3056,Clan Invasion,Skirmisher
meks-meks-rec-guides-ilclan-vol-6-cricket-rwn-01,meks,Cricket,RWN-01,Cricket,Cricket RWN-01.mtf,meks/Rec Guides ilClan/Vol 6/Cricket RWN-01.mtf,30,Light,,,Inner Sphere,Advanced,3132,Dark Age,Scout
meks-meks-rec-guides-ilclan-vol-6-cricket-rwn-02,meks,Cricket,RWN-02,Cricket,Cricket RWN-02.mtf,meks/Rec Guides ilClan/Vol 6/Cricket RWN-02.mtf,30,Light,,,Inner Sphere,Advanced,3142,Dark Age,Scout
meks-meks-3075-crimson-hawk-2,meks,Crimson Hawk,2,Crimson Hawk,Crimson Hawk 2.mtf,meks/3075/Crimson Hawk 2.mtf,25,Light,,,Clan,Standard,3073,Jihad,Brawler
meks-meks-3075-crimson-hawk-3,meks,Crimson Hawk,3,Crimson Hawk,Crimson Hawk 3.mtf,meks/3075/Crimson Hawk 3.mtf,25,Light,,,Clan,Standard,3075,Jihad,Brawler
meks-meks-3145-ntnu-rs-crimson-hawk-4,meks,Crimson Hawk,4,Crimson Hawk,Crimson Hawk 4.mtf,meks/3145/NTNU RS/Crimson Hawk 4.mtf,25,Light,,,Clan,Standard,3099,Republic,Striker
meks-meks-3075-crimson-hawk,meks,Crimson Hawk,Hawk,Crimson Hawk,Crimson Hawk.mtf,meks/3075/Crimson Hawk.mtf,25,Light,,,Clan,Standard,3071,Jihad,Sniper
meks-meks-3067-crimson-langur-a,meks,Crimson Langur,A,Crimson Langur,Crimson Langur A.mtf,meks/3067/Crimson Langur A.mtf,50,Medium,,,Clan,Standard,3065,Civil War,Missile Boat
meks-meks-3067-crimson-langur-b,meks,Crimson Langur,B,Crimson Langur,Crimson Langur B.mtf,meks/3067/Crimson Langur B.mtf,50,Medium,,,Clan,Standard,3065,Civil War,Striker
meks-meks-3067-crimson-langur-c,meks,Crimson Langur,C,Crimson Langur,Crimson Langur C.mtf,meks/3067/Crimson Langur C.mtf,50,Medium,,,Clan,Standard,3065,Civil War,Striker
meks-meks-3067-unabridged-clan-meks-crimson-langur-d,meks,Crimson Langur,D,Crimson Langur,Crimson Langur D.mtf,meks/3067 Unabridged/Clan Meks/Crimson Langur D.mtf,50,Medium,,,Clan,Standard,3068,Jihad,Striker
meks-meks-3067-unabridged-clan-meks-crimson-langur-e,meks,Crimson Langur,E,Crimson Langur,Crimson Langur E.mtf,meks/3067 Unabridged/Clan Meks/Crimson Langur E.mtf,50,Medium,,,Clan,Standard,3068,Jihad,Striker
meks-meks-3067-crimson-langur-prime,meks,Crimson Langur,Prime,Crimson Langur,Crimson Langur Prime.mtf,meks/3067/Crimson Langur Prime.mtf,50,Medium,,,Clan,Standard,3065,Civil War,Striker
meks-meks-3039u-crockett-crk-5003-0,meks,Crockett,CRK-5003-0,Crockett,Crockett CRK-5003-0.mtf,meks/3039u/Crockett CRK-5003-0.mtf,85,Assault,,,Inner Sphere,Introductory,2881,Succession Wars,Juggernaut
meks-meks-force-manuals-mercs-crockett-crk-5003-0-saddleford,meks,Crockett,CRK-5003-0 (Saddleford),Crockett,Crockett CRK-5003-0 (Saddleford).mtf,meks/Force Manuals/Mercs/Crockett CRK-5003-0 (Saddleford).mtf,85,Assault,,,Inner Sphere,Standard,3025,Succession Wars,Juggernaut
